PRODUCT,DRAW NUMBER,SEQUENCE NUMBER,DRAW DATE,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,NUMBER DRAWN 7,BONUS NUMBER
LOTTO MAX,309,0,21/08/2015,3,13,15,22,33,41,49,11
LOTTO MAX,310,0,28/08/2015,2,4,5,17,29,39,41,48
LOTTO MAX,311,0,04/09/2015,7,8,15,19,36,37,41,43
LOTTO MAX,312,0,11/09/2015,21,22,27,30,39,42,44,8
LOTTO MAX,313,0,18/09/2015,13,16,17,21,35,40,46,18
LOTTO MAX,314,0,25/09/2015,1,7,15,18,21,30,45,22
LOTTO MAX,315,0,02/10/2015,10,12,24,26,34,43,47,38
LOTTO MAX,316,0,09/10/2015,8,11,14,23,26,42,47,1
LOTTO MAX,317,0,16/10/2015,9,14,19,21,31,32,40,16
LOTTO MAX,318,0,23/10/2015,2,7,12,28,29,38,48,27
LOTTO MAX,319,0,30/10/2015,2,11,19,38,43,45,49,9
LOTTO MAX,320,0,06/11/2015,1,10,12,20,29,35,47,4
LOTTO MAX,321,0,13/11/2015,7,11,19,38,40,41,42,49
LOTTO MAX,322,0,20/11/2015,12,21,28,34,36,45,48,26
LOTTO MAX,323,0,27/11/2015,4,8,9,20,23,45,46,31
LOTTO MAX,324,0,04/12/2015,8,15,24,25,27,36,43,32
LOTTO MAX,325,0,11/12/2015,7,12,28,34,45,46,48,49
LOTTO MAX,326,0,18/12/2015,6,20,28,29,30,31,46,45
LOTTO MAX,327,0,25/12/2015,5,8,9,12,22,39,45,38
LOTTO MAX,328,0,01/01/2016,6,10,13,14,25,41,46,8
LOTTO MAX,329,0,08/01/2016,13,15,21,24,25,36,48,10
LOTTO MAX,330,0,15/01/2016,7,26,27,31,32,33,42,45
LOTTO MAX,331,0,22/01/2016,20,21,22,34,42,43,45,1
LOTTO MAX,332,0,29/01/2016,5,11,14,17,28,41,47,46
LOTTO MAX,333,0,05/02/2016,6,7,8,9,17,23,30,18
LOTTO MAX,334,0,12/02/2016,19,20,26,31,34,39,48,18
LOTTO MAX,335,0,19/02/2016,2,11,20,22,33,40,43,4
LOTTO MAX,336,0,26/02/2016,6,9,22,23,36,38,47,12
LOTTO MAX,337,0,04/03/2016,4,14,24,41,42,44,48,26
LOTTO MAX,338,0,11/03/2016,9,17,27,30,31,34,42,21
LOTTO MAX,339,0,18/03/2016,6,8,15,24,26,39,44,40
LOTTO MAX,340,0,25/03/2016,1,6,15,32,42,45,46,44
LOTTO MAX,341,0,01/04/2016,5,6,27,28,31,41,45,12
LOTTO MAX,342,0,08/04/2016,9,12,13,14,28,39,41,38
LOTTO MAX,343,0,15/04/2016,1,9,17,19,25,27,38,44
LOTTO MAX,344,0,22/04/2016,13,16,20,35,37,43,49,6
LOTTO MAX,345,0,29/04/2016,11,21,22,24,26,36,43,10
LOTTO MAX,346,0,06/05/2016,1,8,10,24,26,37,45,47
LOTTO MAX,347,0,13/05/2016,3,6,8,17,21,28,34,2
LOTTO MAX,348,0,20/05/2016,16,17,19,22,31,47,49,1
LOTTO MAX,349,0,27/05/2016,1,14,16,20,26,32,34,18
LOTTO MAX,350,0,03/06/2016,12,21,28,37,40,43,47,11
LOTTO MAX,351,0,10/06/2016,5,11,15,26,27,33,39,46
LOTTO MAX,352,0,17/06/2016,1,16,20,29,33,44,46,15
LOTTO MAX,353,0,24/06/2016,2,17,22,24,26,42,48,6
LOTTO MAX,354,0,01/07/2016,10,12,14,28,36,39,45,26
LOTTO MAX,355,0,08/07/2016,1,8,16,25,30,42,48,28
LOTTO MAX,356,0,15/07/2016,19,30,31,36,40,44,49,6
LOTTO MAX,357,0,22/07/2016,9,26,28,32,37,40,45,46
LOTTO MAX,358,0,29/07/2016,11,15,25,26,39,47,49,30
LOTTO MAX,359,0,05/08/2016,4,6,10,20,40,46,47,39
LOTTO MAX,360,0,12/08/2016,5,7,15,18,19,27,28,25
LOTTO MAX,361,0,19/08/2016,19,22,25,32,37,45,47,40
LOTTO MAX,362,0,26/08/2016,3,10,17,19,26,27,42,46
LOTTO MAX,363,0,02/09/2016,1,12,15,22,25,45,48,16
LOTTO MAX,364,0,09/09/2016,4,10,11,27,29,32,41,42
LOTTO MAX,365,0,16/09/2016,7,12,14,15,27,34,44,06
LOTTO MAX,366,0,23/09/2016,3,13,24,36,39,44,45,19
LOTTO MAX,367,0,30/09/2016,4,12,17,21,32,38,42,46
LOTTO MAX,368,0,07/10/2016,8,9,12,24,29,36,37,17
LOTTO MAX,369,0,14/10/2016,14,18,22,25,36,39,44,34
LOTTO MAX,370,0,21/10/2016,33,34,36,42,44,45,47,14
LOTTO MAX,371,0,28/10/2016,3,5,19,29,33,34,44,41
LOTTO MAX,372,0,04/11/2016,4,23,29,36,39,44,46,24
LOTTO MAX,373,0,11/11/2016,8,14,18,20,24,39,46,23
LOTTO MAX,374,0,18/11/2016,7,10,21,24,38,40,49,3
LOTTO MAX,375,0,25/11/2016,2,11,20,22,31,35,47,39
LOTTO MAX,376,0,02/12/2016,5,8,20,21,29,40,47,7
LOTTO MAX,377,0,09/12/2016,11,17,24,26,34,35,39,16
LOTTO MAX,378,0,16/12/2016,2,9,27,32,38,39,43,45
LOTTO MAX,379,0,23/12/2016,1,5,11,26,28,30,41,49
LOTTO MAX,380,0,30/12/2016,5,10,14,19,31,33,47,27
LOTTO MAX,381,0,06/01/2017,10,13,18,19,38,47,48,42
LOTTO MAX,382,0,13/01/2017,2,8,24,30,31,38,40,42
LOTTO MAX,383,0,20/01/2017,4,10,21,28,29,37,45,20
LOTTO MAX,384,0,27/01/2017,1,3,8,22,29,38,47,11
LOTTO MAX,385,0,03/02/2017,8,19,24,28,34,42,48,17
LOTTO MAX,386,0,10/02/2017,11,16,19,22,24,38,41,48
LOTTO MAX,387,0,17/02/2017,5,9,14,24,33,37,46,38
LOTTO MAX,388,0,24/02/2017,1,17,19,23,28,29,47,10
LOTTO MAX,389,0,03/03/2017,3,7,20,25,29,31,44,27
LOTTO MAX,390,0,10/03/2017,1,11,15,20,36,41,47,33
LOTTO MAX,391,0,17/03/2017,2,5,6,7,8,33,45,15
LOTTO MAX,392,0,24/03/2017,16,19,21,32,37,39,45,26
LOTTO MAX,393,0,31/03/2017,1,2,12,15,22,25,41,34
LOTTO MAX,394,0,07/04/2017,8,12,14,34,37,44,48,45
LOTTO MAX,395,0,14/04/2017,23,25,29,30,42,44,45,20
LOTTO MAX,396,0,28/04/2017,10,14,22,36,38,44,45,11
LOTTO MAX,397,0,05/05/2017,11,14,20,22,26,35,43,33
LOTTO MAX,398,0,12/05/2017,11,25,26,28,38,44,45,20
LOTTO MAX,399,0,19/05/2017,8,11,18,25,34,35,38,44
LOTTO MAX,400,0,26/05/2017,14,16,18,21,38,44,49,15
LOTTO MAX,401,0,02/06/2017,11,12,25,28,33,41,43,36
LOTTO MAX,402,0,09/06/2017,7,11,20,21,22,37,47,38
LOTTO MAX,403,0,16/06/2017,1,5,20,33,34,41,42,15
LOTTO MAX,404,0,23/06/2017,2,3,6,22,24,42,46,27
LOTTO MAX,405,0,30/06/2017,7,24,26,36,37,43,44,3
LOTTO MAX,406,0,07/07/2017,4,8,13,16,26,33,38,10
LOTTO MAX,407,0,14/07/2017,2,4,11,17,26,41,42,44
LOTTO MAX,408,0,21/07/2017,2,11,12,25,33,39,44,8
LOTTO MAX,409,0,28/07/2017,9,12,16,24,33,45,47,14
LOTTO MAX,410,0,04/08/2017,1,4,11,17,27,36,37,47
LOTTO MAX,411,0,11/08/2017,13,14,19,26,27,36,37,18
LOTTO MAX,412,0,18/08/2017,2,9,13,16,25,26,45,19
LOTTO MAX,413,0,25/08/2017,18,19,23,34,39,43,46,1
LOTTO MAX,414,0,01/09/2017,1,7,18,28,31,39,48,35
LOTTO MAX,415,0,08/09/2017,1,2,15,16,22,29,41,27
LOTTO MAX,416,0,15/09/2017,15,20,24,30,39,44,46,22
LOTTO MAX,417,0,22/09/2017,2,10,37,38,39,43,47,28
LOTTO MAX,418,0,29/09/2017,1,6,14,23,38,40,47,25
LOTTO MAX,419,0,06/10/2017,10,17,25,27,29,34,38,48
LOTTO MAX,420,0,13/10/2017,8,14,16,17,18,34,41,43
LOTTO MAX,421,0,20/10/2017,1,4,12,27,35,38,46,8
LOTTO MAX,422,0,27/10/2017,1,14,15,16,24,39,49,5
LOTTO MAX,423,0,03/11/2017,16,17,18,20,40,42,43,15
LOTTO MAX,424,0,10/11/2017,5,12,18,26,29,31,37,40
LOTTO MAX,425,0,17/11/2017,3,15,22,23,33,47,49,6
LOTTO MAX,426,0,24/11/2017,5,11,20,22,35,38,46,45
LOTTO MAX,427,0,01/12/2017,26,28,33,38,42,43,47,16
LOTTO MAX,428,0,08/12/2017,1,17,31,33,39,46,49,42
LOTTO MAX,429,0,15/12/2017,8,14,17,27,28,30,46,37
LOTTO MAX,430,0,22/12/2017,13,16,19,21,24,26,30,36
LOTTO MAX,431,0,29/12/2017,22,23,26,35,37,39,47,14
LOTTO MAX,432,0,05/01/2018,1,3,13,15,28,36,49,14
LOTTO MAX,433,0,12/01/2018,1,8,16,19,26,34,41,10
LOTTO MAX,434,0,19/01/2018,9,18,25,30,39,40,43,5
LOTTO MAX,435,0,26/01/2018,7,8,13,19,23,32,40,9
LOTTO MAX,436,0,02/02/2018,3,8,9,24,28,31,44,32
LOTTO MAX,437,0,09/02/2018,6,19,24,25,36,37,39,17
LOTTO MAX,438,0,16/02/2018,5,14,22,23,35,40,49,43
LOTTO MAX,439,0,23/02/2018,13,17,24,32,33,44,45,48
LOTTO MAX,440,0,02/03/2018,7,25,26,28,32,36,37,2
LOTTO MAX,441,0,09/03/2018,13,18,20,26,32,35,47,12
LOTTO MAX,442,0,16/03/2018,13,24,29,31,35,36,42,37
LOTTO MAX,443,0,23/03/2018,7,12,15,23,35,43,49,19
LOTTO MAX,444,0,30/03/2018,1,12,18,19,21,24,41,15
LOTTO MAX,445,0,06/04/2018,7,18,29,30,41,45,46,40
LOTTO MAX,446,0,13/04/2018,1,8,9,22,29,30,32,17
LOTTO MAX,447,0,20/04/2018,6,14,16,22,30,42,45,35
LOTTO MAX,448,0,27/04/2018,8,9,11,17,37,39,41,19
LOTTO MAX,449,0,04/05/2018,1,11,15,16,20,29,39,32
LOTTO MAX,450,0,11/05/2018,11,22,28,33,39,43,47,23
LOTTO MAX,451,0,18/05/2018,4,13,23,30,31,37,43,32
LOTTO MAX,452,0,25/05/2018,7,10,13,19,24,31,41,1
LOTTO MAX,453,0,01/06/2018,2,11,17,18,22,25,39,3
LOTTO MAX,454,0,08/06/2018,12,25,27,29,34,44,45,7
LOTTO MAX,455,0,15/06/2018,18,23,28,37,44,45,47,9
LOTTO MAX,456,0,22/06/2018,3,10,16,28,31,38,47,20
LOTTO MAX,457,0,29/06/2018,3,5,17,23,28,43,46,29
LOTTO MAX,458,0,06/07/2018,1,11,20,32,41,42,44,47
LOTTO MAX,459,0,13/07/2018,1,4,5,22,25,32,34,27
LOTTO MAX,460,0,20/07/2018,6,8,12,19,20,25,49,18
LOTTO MAX,461,0,27/07/2018,8,11,14,17,26,30,36,48
LOTTO MAX,462,0,03/08/2018,9,11,23,33,35,36,42,6
LOTTO MAX,463,0,10/08/2018,2,9,18,33,36,40,49,38
LOTTO MAX,464,0,17/08/2018,12,17,22,27,28,29,35,43
LOTTO MAX,465,0,24/08/2018,3,5,7,11,13,20,29,30
LOTTO MAX,466,0,31/08/2018,2,4,18,19,20,39,44,11
LOTTO MAX,467,0,07/09/2018,3,12,21,34,37,38,41,22
LOTTO MAX,468,0,14/09/2018,1,3,5,10,16,27,43,14
LOTTO MAX,469,0,21/09/2018,3,9,15,16,19,45,48,42
LOTTO MAX,470,0,28/09/2018,25,28,31,36,42,44,49,37
LOTTO MAX,471,0,05/10/2018,8,9,12,20,22,27,30,28
LOTTO MAX,472,0,12/10/2018,18,31,38,45,46,47,48,16
LOTTO MAX,473,0,19/10/2018,10,15,16,17,19,27,38,9
LOTTO MAX,474,0,26/10/2018,2,3,4,8,9,20,30,45
LOTTO MAX,475,0,02/11/2018,9,10,16,23,24,39,49,7
LOTTO MAX,476,0,09/11/2018,2,12,31,34,39,48,49,1
LOTTO MAX,477,0,16/11/2018,11,17,24,34,41,42,48,21
LOTTO MAX,478,0,23/11/2018,1,7,13,14,22,42,48,47
LOTTO MAX,479,0,30/11/2018,5,8,15,20,25,26,47,22
LOTTO MAX,480,0,07/12/2018,2,9,15,23,26,30,41,13
LOTTO MAX,481,0,14/12/2018,6,7,11,21,23,27,41,49
LOTTO MAX,482,0,21/12/2018,7,21,23,25,31,34,45,37
LOTTO MAX,483,0,28/12/2018,5,13,14,16,17,29,49,18
LOTTO MAX,484,0,04/01/2019,7,22,25,26,35,41,45,3
LOTTO MAX,485,0,11/01/2019,8,15,21,28,29,30,39,23
LOTTO MAX,486,0,18/01/2019,3,19,22,30,32,37,40,20
LOTTO MAX,487,0,25/01/2019,6,12,20,24,40,42,47,44
LOTTO MAX,488,0,01/02/2019,2,6,13,19,21,32,40,12
LOTTO MAX,489,0,08/02/2019,18,23,31,32,36,38,43,27
LOTTO MAX,490,0,15/02/2019,1,2,32,37,38,39,45,16
LOTTO MAX,491,0,22/02/2019,6,31,33,34,43,44,46,22
LOTTO MAX,492,0,01/03/2019,2,23,24,29,40,48,49,18
LOTTO MAX,493,0,08/03/2019,2,9,16,17,21,22,32,38
LOTTO MAX,494,0,15/03/2019,6,11,25,31,36,41,49,47
LOTTO MAX,495,0,22/03/2019,1,3,20,21,27,28,44,43
LOTTO MAX,496,0,29/03/2019,10,12,19,22,25,32,42,39
LOTTO MAX,497,0,05/04/2019,1,2,16,21,23,25,28,48
LOTTO MAX,498,0,12/04/2019,2,20,21,30,31,39,45,18
LOTTO MAX,499,0,19/04/2019,2,16,21,33,39,42,47,1
LOTTO MAX,500,0,26/04/2019,9,17,21,23,36,41,48,12
LOTTO MAX,501,0,03/05/2019,2,3,5,12,21,22,37,19
LOTTO MAX,502,0,10/05/2019,16,17,31,34,36,39,41,10
LOTTO MAX,503,0,14/05/2019,9,24,27,33,40,44,48,41
LOTTO MAX,504,0,17/05/2019,4,21,23,39,40,42,50,17
LOTTO MAX,505,0,21/05/2019,2,3,8,18,31,39,50,33
LOTTO MAX,506,0,24/05/2019,9,11,15,19,20,35,41,28
LOTTO MAX,507,0,28/05/2019,4,9,10,23,27,29,37,14
LOTTO MAX,508,0,31/05/2019,6,29,34,39,42,47,50,22
LOTTO MAX,509,0,04/06/2019,7,19,22,28,34,41,42,12
LOTTO MAX,510,0,07/06/2019,4,8,13,23,25,33,39,17
LOTTO MAX,511,0,11/06/2019,18,23,28,32,34,44,50,29
LOTTO MAX,512,0,14/06/2019,4,11,20,22,37,44,49,13
LOTTO MAX,513,0,18/06/2019,1,6,13,15,38,42,49,48
LOTTO MAX,514,0,21/06/2019,11,16,17,20,42,44,50,31
LOTTO MAX,515,0,25/06/2019,2,14,15,23,27,44,45,8
LOTTO MAX,516,0,28/06/2019,7,11,36,37,38,43,46,26
LOTTO MAX,517,0,02/07/2019,6,14,26,31,34,36,45,25
LOTTO MAX,518,0,05/07/2019,1,4,8,28,32,36,43,40
LOTTO MAX,519,0,09/07/2019,10,13,31,32,36,40,41,17
LOTTO MAX,520,0,12/07/2019,3,13,19,25,28,30,37,1
LOTTO MAX,521,0,16/07/2019,11,14,17,21,23,26,36,19
LOTTO MAX,522,0,19/07/2019,1,15,21,29,30,31,33,5
LOTTO MAX,523,0,23/07/2019,4,8,11,16,28,29,44,43
LOTTO MAX,524,0,26/07/2019,11,15,17,20,24,25,50,30
LOTTO MAX,525,0,30/07/2019,4,6,10,15,24,40,43,3
LOTTO MAX,526,0,02/08/2019,11,20,23,24,26,41,44,38
LOTTO MAX,527,0,06/08/2019,19,22,28,30,36,38,39,25
LOTTO MAX,528,0,09/08/2019,10,25,31,34,36,39,45,9
LOTTO MAX,529,0,13/08/2019,1,5,38,39,42,47,49,15
LOTTO MAX,530,0,16/08/2019,22,24,25,26,29,32,46,20
LOTTO MAX,531,0,20/08/2019,9,17,23,37,44,46,48,4
LOTTO MAX,532,0,23/08/2019,5,6,8,15,22,46,47,31
LOTTO MAX,533,0,27/08/2019,5,7,19,28,32,35,44,46
LOTTO MAX,534,0,30/08/2019,5,9,33,36,39,41,44,27
LOTTO MAX,535,0,03/09/2019,6,8,11,13,28,42,48,27
LOTTO MAX,536,0,06/09/2019,4,5,24,25,43,44,50,41
LOTTO MAX,537,0,10/09/2019,1,15,16,20,27,38,50,9
LOTTO MAX,538,0,13/09/2019,4,16,21,32,44,45,50,26
LOTTO MAX,539,0,17/09/2019,2,4,17,39,40,43,46,44
LOTTO MAX,540,0,20/09/2019,9,15,26,36,39,41,47,37
LOTTO MAX,541,0,24/09/2019,3,22,26,32,38,42,43,8
LOTTO MAX,542,0,27/09/2019,3,9,25,26,28,34,38,36
LOTTO MAX,543,0,01/10/2019,1,15,19,31,40,41,43,49
LOTTO MAX,544,0,04/10/2019,20,31,35,36,39,42,44,23
LOTTO MAX,545,0,08/10/2019,18,24,31,38,44,46,50,40
LOTTO MAX,546,0,11/10/2019,1,3,11,13,19,22,46,31
LOTTO MAX,547,0,15/10/2019,17,18,22,27,29,31,34,8
LOTTO MAX,548,0,18/10/2019,3,21,29,37,40,43,44,38
LOTTO MAX,549,0,22/10/2019,1,4,6,9,25,31,43,10
LOTTO MAX,550,0,25/10/2019,6,11,16,18,23,26,40,45
LOTTO MAX,551,0,29/10/2019,10,17,18,22,23,25,34,37
LOTTO MAX,552,0,01/11/2019,10,20,24,25,32,39,46,15
LOTTO MAX,553,0,05/11/2019,5,7,15,18,35,37,45,47
LOTTO MAX,554,0,08/11/2019,3,5,10,18,26,33,46,49
LOTTO MAX,555,0,12/11/2019,1,14,16,22,32,39,45,31
LOTTO MAX,556,0,15/11/2019,15,16,33,36,38,43,49,4
LOTTO MAX,557,0,19/11/2019,5,13,23,25,27,32,44,3
LOTTO MAX,558,0,22/11/2019,5,9,23,29,30,31,37,34
LOTTO MAX,559,0,26/11/2019,13,14,18,22,42,44,47,12
LOTTO MAX,560,0,29/11/2019,3,8,14,15,24,33,48,4
LOTTO MAX,561,0,03/12/2019,2,10,20,30,32,35,50,21
LOTTO MAX,562,0,06/12/2019,9,11,17,19,35,36,43,28
LOTTO MAX,563,0,10/12/2019,7,11,19,30,42,43,50,44
LOTTO MAX,564,0,13/12/2019,2,12,14,15,26,34,39,48
LOTTO MAX,565,0,17/12/2019,19,20,23,29,35,40,47,31
LOTTO MAX,566,0,20/12/2019,14,23,28,29,30,33,48,9
LOTTO MAX,567,0,24/12/2019,1,6,12,13,19,23,38,37
LOTTO MAX,568,0,27/12/2019,13,27,34,36,38,45,50,18
LOTTO MAX,569,0,31/12/2020,3,4,11,19,30,39,40,25
LOTTO MAX,570,0,03/01/2020,8,18,20,24,31,37,39,34
LOTTO MAX,571,0,07/01/2020,3,8,12,14,17,18,29,11
LOTTO MAX,572,0,10/01/2020,10,13,14,24,28,47,48,12
LOTTO MAX,573,0,14/01/2020,5,6,19,23,30,37,48,44
LOTTO MAX,574,0,17/01/2020,5,6,36,39,40,46,48,34
LOTTO MAX,575,0,21/01/2020,7,11,16,21,31,36,44,46
LOTTO MAX,576,0,24/01/2020,2,11,14,21,23,34,36,5
LOTTO MAX,577,0,28/01/2020,4,10,12,27,30,44,46,7
LOTTO MAX,578,0,31/01/2020,2,27,30,39,44,45,49,17
LOTTO MAX,579,0,04/02/2020,3,12,18,25,43,46,50,33
LOTTO MAX,580,0,07/02/2020,21,24,26,31,36,48,49,39
LOTTO MAX,581,0,11/02/2020,14,15,19,22,31,36,39,23
LOTTO MAX,582,0,14/02/2020,14,17,20,34,38,45,49,5
LOTTO MAX,583,0,18/02/2020,3,6,19,23,33,40,45,48
LOTTO MAX,584,0,21/02/2020,4,7,14,37,48,49,50,28
LOTTO MAX,585,0,25/02/2020,15,32,36,40,41,43,48,10
LOTTO MAX,586,0,28/02/2020,21,27,30,32,33,36,46,38
LOTTO MAX,587,0,03/03/2020,10,14,15,25,27,39,48,28
LOTTO MAX,588,0,06/03/2020,2,9,10,34,41,42,47,40
LOTTO MAX,589,0,10/03/2020,5,6,27,37,38,46,48,9
LOTTO MAX,590,0,13/03/2020,7,14,15,35,36,49,50,11
LOTTO MAX,591,0,17/03/2020,4,5,8,15,27,41,48,37
LOTTO MAX,592,0,20/03/2020,9,16,17,18,21,22,27,31
LOTTO MAX,593,0,24/03/2020,2,11,16,18,19,20,25,5
LOTTO MAX,594,0,27/03/2020,3,4,13,14,30,36,41,21
LOTTO MAX,595,0,31/03/2020,5,7,22,29,32,37,39,3
LOTTO MAX,596,0,03/04/2020,5,9,10,25,27,29,38,31
LOTTO MAX,597,0,07/04/2020,5,20,21,22,32,37,41,18
LOTTO MAX,598,0,10/04/2020,3,9,10,14,15,19,20,25
LOTTO MAX,599,0,14/04/2020,3,6,9,22,29,38,39,18
LOTTO MAX,600,0,17/04/2020,2,15,21,29,40,47,50,35
LOTTO MAX,601,0,21/04/2020,9,10,13,21,40,41,43,4
LOTTO MAX,602,0,24/04/2020,8,9,19,26,27,31,46,48
LOTTO MAX,603,0,28/04/2020,9,18,23,36,39,43,48,46
LOTTO MAX,604,0,01/05/2020,3,12,25,36,37,42,49,9
LOTTO MAX,605,0,05/05/2020,25,28,32,41,42,44,45,18
LOTTO MAX,606,0,08/05/2020,3,4,10,11,26,28,40,31
LOTTO MAX,607,0,12/05/2020,11,19,22,26,33,46,48,1
LOTTO MAX,608,0,15/05/2020,7,30,32,40,47,48,50,16
LOTTO MAX,609,0,19/05/2020,22,23,24,25,37,40,49,19
LOTTO MAX,610,0,22/05/2020,9,11,14,21,22,24,41,10
LOTTO MAX,611,0,26/05/2020,5,27,34,37,39,41,47,20
LOTTO MAX,612,0,29/05/2020,5,12,15,23,26,38,41,45
LOTTO MAX,613,0,02/06/2020,8,14,16,17,29,41,42,47
LOTTO MAX,614,0,05/06/2020,1,8,15,16,32,39,40,31
LOTTO MAX,615,0,09/06/2020,4,16,19,32,35,36,38,28
LOTTO MAX,616,0,12/06/2020,1,16,24,28,30,31,47,25
LOTTO MAX,617,0,16/06/2020,1,3,22,30,31,37,40,6
LOTTO MAX,618,0,19/06/2020,3,12,17,22,29,31,48,8
LOTTO MAX,619,0,23/06/2020,2,3,6,13,37,42,46,19
LOTTO MAX,620,0,26/06/2020,8,14,31,36,39,46,47,20
LOTTO MAX,621,0,30/06/2020,11,12,22,33,37,48,49,41
LOTTO MAX,622,0,03/07/2020,3,4,21,33,38,44,45,32
LOTTO MAX,623,0,07/07/2020,9,20,21,22,25,26,37,3
LOTTO MAX,624,0,10/07/2020,17,18,27,38,39,40,47,24
LOTTO MAX,625,0,14/07/2020,3,9,21,35,44,47,48,23
LOTTO MAX,626,0,17/07/2020,5,11,15,18,20,24,46,37
LOTTO MAX,627,0,21/07/2020,7,22,26,35,46,47,49,19
LOTTO MAX,628,0,24/07/2020,17,20,27,29,37,39,41,10
LOTTO MAX,629,0,28/07/2020,7,10,11,25,39,43,48,23
LOTTO MAX,630,0,31/07/2020,8,16,19,22,28,31,38,25
LOTTO MAX,631,0,04/08/2020,18,24,25,30,31,33,48,27
LOTTO MAX,632,0,07/08/2020,9,21,26,28,30,37,44,31
LOTTO MAX,633,0,11/08/2020,9,17,22,33,36,45,46,41
LOTTO MAX,634,0,14/08/2020,3,22,37,39,41,43,44,20
LOTTO MAX,635,0,18/08/2020,1,2,16,32,44,46,50,6
LOTTO MAX,636,0,21/08/2020,1,2,5,11,20,30,39,27
LOTTO MAX,637,0,25/08/2020,1,21,34,38,39,40,46,24
LOTTO MAX,638,0,28/08/2020,5,8,9,28,32,48,50,40
LOTTO MAX,639,0,01/09/2020,2,9,29,30,31,35,37,19
LOTTO MAX,640,0,04/09/2020,7,18,22,26,35,41,50,11
LOTTO MAX,641,0,08/09/2020,6,12,19,27,30,32,44,18
LOTTO MAX,642,0,11/09/2020,4,15,16,17,35,46,50,13
LOTTO MAX,643,0,15/09/2020,1,5,6,24,27,28,32,38
LOTTO MAX,644,0,18/09/2020,2,11,22,25,32,40,44,27
LOTTO MAX,645,0,22/09/2020,8,9,37,38,40,43,49,28
LOTTO MAX,646,0,25/09/2020,1,7,9,28,38,48,50,13
LOTTO MAX,647,0,29/09/2020,4,6,9,15,22,24,28,44
LOTTO MAX,648,0,02/10/2020,7,12,16,26,40,45,49,20
LOTTO MAX,649,0,06/10/2020,4,5,9,19,28,34,44,8
LOTTO MAX,650,0,09/10/2020,4,6,12,30,32,33,34,29
LOTTO MAX,651,0,13/10/2020,3,10,13,19,21,45,49,12
LOTTO MAX,652,0,16/10/2020,1,4,8,10,12,17,41,19
LOTTO MAX,653,0,20/10/2020,8,27,30,44,46,47,50,32
LOTTO MAX,654,0,23/10/2020,2,8,20,21,29,34,37,41
LOTTO MAX,655,0,27/10/2020,2,9,11,29,33,39,44,15
LOTTO MAX,656,0,30/10/2020,19,20,23,31,37,46,48,50
LOTTO MAX,657,0,03/11/2020,5,7,14,21,26,34,49,31
LOTTO MAX,658,0,06/11/2020,7,9,19,20,26,32,35,49
LOTTO MAX,659,0,10/11/2020,4,6,18,27,28,30,40,13
LOTTO MAX,660,0,13/11/2020,3,4,7,19,44,48,49,8
LOTTO MAX,661,0,17/11/2020,6,18,21,30,31,34,38,1
LOTTO MAX,662,0,20/11/2020,11,17,29,33,39,40,42,48
LOTTO MAX,663,0,24/11/2020,6,8,13,27,41,46,47,39
LOTTO MAX,664,0,27/11/2020,9,15,35,41,42,45,46,43
LOTTO MAX,665,0,01/12/2020,1,4,9,15,18,24,31,43
LOTTO MAX,666,0,04/12/2020,5,7,14,23,24,46,47,11
LOTTO MAX,667,0,08/12/2020,5,13,14,21,36,37,43,40
LOTTO MAX,668,0,11/12/2020,9,21,30,33,38,39,46,48
LOTTO MAX,669,0,15/12/2020,1,4,20,33,44,45,49,47
LOTTO MAX,670,0,18/12/2020,2,9,10,22,31,35,49,30
LOTTO MAX,671,0,22/12/2020,4,29,30,37,38,43,44,15
LOTTO MAX,672,0,25/12/2020,8,12,16,30,38,48,50,14
LOTTO MAX,673,0,29/12/2020,8,12,23,25,29,43,46,13
LOTTO MAX,674,0,01/01/2021,18,21,28,29,31,32,49,38
LOTTO MAX,675,0,05/01/2021,1,16,21,24,35,37,39,45
LOTTO MAX,676,0,08/01/2021,4,21,24,25,26,27,42,8
LOTTO MAX,677,0,12/01/2021,4,12,13,15,18,30,50,34
LOTTO MAX,678,0,15/01/2021,5,23,31,35,36,37,43,13
LOTTO MAX,679,0,19/01/2021,23,31,34,38,40,45,50,41
LOTTO MAX,680,0,22/01/2021,11,21,23,25,28,41,43,10
LOTTO MAX,681,0,26/01/2021,26,37,42,44,46,49,50,24
LOTTO MAX,682,0,29/01/2021,9,11,20,22,33,36,46,49
LOTTO MAX,683,0,02/02/2021,17,24,27,34,38,42,48,19
LOTTO MAX,684,0,05/02/2021,1,2,23,32,35,36,45,28
LOTTO MAX,685,0,09/02/2021,4,12,16,17,33,36,44,2
LOTTO MAX,686,0,12/02/2021,2,5,10,11,14,23,33,47
LOTTO MAX,687,0,16/02/2021,1,6,12,21,34,37,47,20
LOTTO MAX,688,0,19/02/2021,1,5,10,18,20,40,42,47
LOTTO MAX,689,0,23/02/2021,3,13,14,20,30,45,49,35
LOTTO MAX,690,0,26/02/2021,11,17,19,22,27,31,40,38
LOTTO MAX,691,0,02/03/2021,9,29,30,36,42,46,49,47
LOTTO MAX,692,0,05/03/2021,6,9,23,25,31,36,48,30
LOTTO MAX,693,0,09/03/2021,3,7,16,22,29,31,42,15
